chromosome,window_start,window_end,Azucena_CG,IR64_CG,Azucena_CHG,IR64_CHG,Azucena_CHH,IR64_CHH,recombination_rate
chr7,18900001,19000000,1224,1540,143,293,61,34,1.1837197
chr7,19000001,19100000,1270,1405,425,145,38,50,0.235845508
chr7,19100001,19200000,1199,1821,356,475,51,55,2.124855654
chr7,19200001,19300000,1306,1525,324,420,85,43,0.707536525
chr7,19300001,19400000,1312,1888,305,629,43,58,0.945628112
chr7,19400001,19500000,1339,1717,467,533,71,5,0.235845508
chr7,19500001,19600000,1171,1406,235,248,36,31,0.707536525
chr7,19600001,19700000,1174,915,233,228,41,62,0.235845508
chr7,19700001,19800000,1240,1487,201,425,55,23,0
chr7,19800001,19900000,860,1392,158,209,16,31,0.707536525
chr7,19900001,20000000,1111,1249,226,157,32,16,2.360701162
chr7,20000001,20100000,1407,1424,331,353,0,16,0.707536525
chr7,20100001,20200000,1572,1391,273,344,29,36,0.471691016
chr7,20200001,20300000,1346,1620,505,408,16,27,0.471691016
chr7,20300001,20400000,1136,1231,337,568,65,72,0.943382033
chr7,20400001,20500000,1023,1477,343,383,29,44,0.943382033
chr7,20500001,20600000,1241,1168,416,279,14,58,0
chr7,20600001,20700000,1109,1274,336,230,54,75,0.471691016
chr7,20700001,20800000,1248,1421,386,537,87,86,0
chr7,20800001,20900000,1242,1365,266,237,30,128,0.709782604
chr7,20900001,21000000,1554,1033,515,205,48,23,0.235845508
chr7,21000001,21100000,1199,1233,290,384,96,154,0.235845508
chr7,21100001,21200000,903,1185,176,234,45,42,0.235845508
chr7,21200001,21300000,850,1159,230,225,33,69,0.471691016
chr7,21300001,21400000,1182,1447,198,422,53,84,0
chr7,21400001,21500000,826,1291,141,375,36,50,0.235845508
chr7,21500001,21600000,1268,886,345,241,51,48,0.471691016
chr7,21600001,21700000,1024,1209,187,253,61,11,0.943382033
chr7,21700001,21800000,1139,1586,267,246,48,14,0.707536525
chr7,21800001,21900000,851,1429,123,390,61,53,1.415073049
chr7,21900001,22000000,958,941,233,239,115,76,0.235845508
chr7,22000001,22100000,855,1491,192,459,54,65,1.181473621
chr7,22100001,22200000,1168,1203,338,215,38,36,0.707536525
chr7,22200001,22300000,1325,1620,447,616,61,47,0
chr7,22300001,22400000,962,1072,412,368,36,73,0.473937096
chr7,22400001,22500000,1054,1846,195,556,85,77,0.235845508
chr7,22500001,22600000,1160,1144,149,399,120,34,0.707536525
chr7,22600001,22700000,787,693,258,245,107,15,0.235845508
chr7,22700001,22800000,786,1048,106,327,39,60,0
chr7,22800001,22900000,820,1511,134,355,90,49,0.471691016
chr7,22900001,23000000,987,1479,252,439,70,162,0.945617467
chr7,23000001,23100000,657,1175,208,269,93,67,0
chr7,23100001,23200000,1074,1464,355,394,30,23,0
chr7,23200001,23300000,1175,1248,313,241,61,78,0.235845508
chr7,23300001,23400000,707,892,117,234,46,38,1.179227541
chr7,23400001,23500000,762,1448,152,493,65,63,0.707536525
chr7,23500001,23600000,1079,1137,283,222,96,63,0.235845508
chr7,23600001,23700000,720,1323,362,227,42,75,0
chr7,23700001,23800000,947,872,251,155,63,124,0.943382033
chr7,23800001,23900000,744,1068,152,329,55,190,0
chr7,23900001,24000000,888,1022,173,264,17,129,0
chr7,24000001,24100000,1125,1116,311,411,76,32,0.707536525
chr7,24100001,24200000,1159,1613,236,409,50,103,1.415073049
chr7,24200001,24300000,1023,935,183,326,60,104,0.707536525
chr7,24300001,24400000,848,1074,375,257,32,124,0.235845508
chr7,24400001,24500000,812,919,163,179,67,96,0.471691016
chr7,24500001,24600000,937,692,122,182,41,220,0
chr7,24600001,24700000,1329,764,402,177,31,97,0.943382033
chr7,24700001,24800000,1038,761,363,206,42,93,0.235845508
chr7,24800001,24900000,658,1199,49,270,104,70,0.235845508
chr7,24900001,25000000,1234,881,213,224,143,136,0.235845508
chr7,25000001,25100000,992,1062,182,350,118,53,0.943382033
chr7,25100001,25200000,945,1165,118,275,123,96,0
chr7,25200001,25300000,858,716,212,189,151,36,0
chr7,25300001,25400000,942,605,296,104,31,108,0.235845508
chr7,25400001,25500000,759,1133,79,422,100,145,1.179227541
chr7,25500001,25600000,913,1075,151,445,47,100,0.235845508
chr7,25600001,25700000,1252,1313,465,392,18,12,0
chr7,25700001,25800000,975,929,223,152,127,82,1.657699988
chr7,25800001,25900000,924,1018,163,221,69,82,0.235845508
chr7,25900001,26000000,1054,868,273,158,46,38,0
chr7,26000001,26100000,1075,1201,333,629,40,92,0.235845508
chr7,26100001,26200000,887,1084,203,189,35,99,0
chr7,26200001,26300000,935,1035,116,234,137,78,0.471691016
chr7,26300001,26400000,1078,1119,253,267,53,156,0
chr7,26400001,26500000,1112,1117,70,160,76,72,1.421811439
chr7,26500001,26600000,1054,1292,148,387,60,50,0.946735184
chr7,26600001,26700000,983,1151,321,367,36,93,0
chr7,26700001,26800000,1614,820,723,101,2,216,0
chr7,26800001,26900000,1028,1299,404,336,1,126,0
chr7,26900001,27000000,1300,1052,196,270,15,110,0
chr7,27000001,27100000,938,935,86,252,66,153,0.707536525
chr7,27100001,27200000,942,1550,72,534,66,85,1.415073049
chr7,27200001,27300000,926,585,102,145,98,116,0.471691016
chr7,27300001,27400000,1035,894,191,112,62,100,0.714317955
chr7,27400001,27500000,766,1712,97,606,74,104,0.707536525
chr7,27500001,27600000,1326,1250,376,494,55,76,0.945628112
chr7,27600001,27700000,849,985,165,159,74,144,0.945628112
chr7,27700001,27800000,1121,1021,153,222,44,99,0.471691016
chr7,27800001,27900000,807,989,78,324,39,61,1.650918558
chr7,27900001,28000000,712,1053,190,282,106,25,1.653164637
chr7,28000001,28100000,1110,720,241,171,36,81,0.707536525
chr7,28100001,28200000,1495,1117,770,341,16,151,0
chr7,28200001,28300000,682,992,134,166,131,59,0.471691016
chr7,28300001,28400000,999,1049,127,107,100,118,0.707536525
chr7,28400001,28500000,717,1155,111,184,152,92,0.471691016
chr7,28500001,28600000,692,1557,169,532,121,23,1.886764066
chr7,28600001,28700000,791,1327,188,376,74,78,0.945628112
chr7,28700001,28800000,651,738,63,131,78,81,0.943382033
chr7,28800001,28900000,795,847,131,80,47,69,0.707536525
chr7,28900001,29000000,1080,972,323,81,39,84,0
chr7,29000001,29100000,1103,967,177,165,30,66,0
chr7,29100001,29200000,1331,874,383,175,46,132,0
chr7,29200001,29300000,1925,1262,610,512,4,76,0
chr7,29300001,29400000,267,1130,112,219,0,126,0
chr7,29400001,29500000,0,944,0,127,0,82,0
chr7,29500001,29600000,0,832,0,168,0,50,0
chr7,29600001,29700000,0,807,0,199,0,159,0
chr7,29700001,29800000,0,1912,0,455,0,3,0
chr7,29800001,29900000,0,1835,0,786,0,24,0
chr7,29900001,30000000,0,984,0,242,0,185,0
chr7,30000001,30100000,0,983,0,184,0,91,0
chr7,30100001,30200000,0,808,0,170,0,175,0
chr7,30200001,30300000,0,937,0,274,0,130,0
chr7,30300001,30400000,0,855,0,235,0,104,0
chr7,30400001,30500000,0,728,0,134,0,111,0
chr7,30500001,30600000,0,765,0,120,0,83,0
chr7,30600001,30700000,0,900,0,308,0,62,0
chr7,30700001,30800000,0,1473,0,357,0,127,0
chr7,30800001,30900000,0,1428,0,351,0,32,0
chr7,30900001,31000000,0,1717,0,461,0,54,0
chr7,31000001,31100000,0,2177,0,656,0,5,0
chr7,31100001,31200000,0,2483,0,822,0,1,0
chr8,1,100000,1678,1696,299,300,34,7,0
chr8,100001,200000,885,1126,168,260,42,83,0.471691016
chr8,200001,300000,1192,975,262,179,46,101,0
chr8,300001,400000,930,1045,182,197,14,19,0.943382033
chr8,400001,500000,986,891,149,89,25,31,1.659946068
chr8,500001,600000,839,784,57,77,89,82,0.471691016
chr8,600001,700000,1119,1172,219,461,98,105,0
chr8,700001,800000,759,920,131,157,79,105,0.473937096
chr8,800001,900000,1233,1309,254,182,63,31,3.075019117
chr8,900001,1000000,1069,651,75,132,44,83,0.707536525
chr8,1000001,1100000,831,1001,208,259,78,100,0.471691016
chr8,1100001,1200000,1126,1321,330,356,22,36,0.235845508
chr8,1200001,1300000,972,1714,508,574,3,44,0
chr8,1300001,1400000,1523,1734,698,520,29,7,0
chr8,1400001,1500000,1602,804,457,151,10,65,0
chr8,1500001,1600000,1237,717,398,78,104,68,0.235845508
chr8,1600001,1700000,802,1553,87,358,24,13,0.235845508
chr8,1700001,1800000,789,1659,92,532,32,3,0.471691016
chr8,1800001,1900000,1316,1362,361,487,2,32,0.473937096
chr8,1900001,2000000,1103,1104,375,192,1,22,0
chr8,2000001,2100000,1320,1177,480,287,19,70,0
chr8,2100001,2200000,1158,1237,232,276,12,93,1.664569062
chr8,2200001,2300000,1090,1169,201,338,24,32,0.471691016
chr8,2300001,2400000,1032,1042,202,184,108,50,1.417319129
chr8,2400001,2500000,1181,1480,244,563,36,33,0.709782604
chr8,2500001,2600000,1322,1717,190,516,11,19,0
chr8,2600001,2700000,1432,1003,589,426,6,6,0.235845508
chr8,2700001,2800000,1362,1296,482,177,16,20,0.235845508
chr8,2800001,2900000,775,1568,187,475,0,41,0
chr8,2900001,3000000,1349,903,216,131,7,57,0.235845508
chr8,3000001,3100000,1167,1140,244,138,43,76,0.707536525
chr8,3100001,3200000,1224,1192,114,240,14,46,0.235845508
chr8,3200001,3300000,1186,1393,137,405,54,92,0.473937096
chr8,3300001,3400000,1205,1051,309,171,12,148,1.186008972
chr8,3400001,3500000,1163,1011,218,130,59,153,1.186008972
chr8,3500001,3600000,890,934,143,247,174,104,0.945628112
chr8,3600001,3700000,941,1155,187,190,74,112,0.709782604
chr8,3700001,3800000,922,884,203,242,82,72,2.643025082
chr8,3800001,3900000,986,1090,197,265,59,25,0.471691016
chr8,3900001,4000000,669,1505,159,356,52,36,0.235845508
chr8,4000001,4100000,913,1364,241,279,15,64,1.664569062
chr8,4100001,4200000,1513,1291,461,285,24,21,1.417319129
chr8,4200001,4300000,1544,1189,251,324,36,57,0.471691016
chr8,4300001,4400000,1246,1335,400,207,16,35,0
chr8,4400001,4500000,1073,884,163,83,63,51,0
chr8,4500001,4600000,1270,1384,345,237,27,94,0
chr8,4600001,4700000,1186,1795,175,428,16,46,0.709782604
chr8,4700001,4800000,1040,1851,232,724,79,55,0.235845508
chr8,4800001,4900000,1424,1288,386,236,68,158,0.707536525
chr8,4900001,5000000,1430,1351,611,419,44,83,0
chr8,5000001,5100000,1528,1105,519,274,36,44,0.235845508
chr8,5100001,5200000,1891,1139,756,134,7,122,0
chr8,5200001,5300000,1142,1206,320,187,25,25,0.471691016
chr8,5300001,5400000,1134,1709,228,455,27,8,2.365236513
chr8,5400001,5500000,1126,837,74,136,65,36,0.235845508
chr8,5500001,5600000,1139,1165,207,378,1,23,0.943382033
chr8,5600001,5700000,1326,1314,369,200,27,36,0.235845508
chr8,5700001,5800000,990,1772,102,595,37,52,0.709782604
chr8,5800001,5900000,1256,1113,259,123,25,55,0.945628112
chr8,5900001,6000000,1238,1580,363,376,42,42,0.707536525
chr8,6000001,6100000,1457,1123,580,254,47,103,0.943382033
chr8,6100001,6200000,1037,923,200,173,29,41,0
chr8,6200001,6300000,1568,1736,490,695,44,1,0.707536525
chr8,6300001,6400000,1148,1811,222,673,56,0,1.415073049
chr8,6400001,6500000,1218,1962,545,726,15,0,0
chr8,6500001,6600000,2163,2098,947,972,3,3,0
chr8,6600001,6700000,1819,2076,996,837,1,5,0
chr8,6700001,6800000,1816,1793,756,588,4,1,0
chr8,6800001,6900000,1432,1836,527,638,2,7,0
chr8,6900001,7000000,1499,1933,555,742,4,1,0
chr8,7000001,7100000,1466,1666,534,505,3,1,0
chr8,7100001,7200000,1355,2109,599,762,0,0,0
chr8,7200001,7300000,1828,1696,999,577,1,0,0
chr8,7300001,7400000,1519,1972,649,547,1,4,0
chr8,7400001,7500000,1334,1362,248,448,9,2,0
chr8,7500001,7600000,1697,1987,368,904,4,0,0
chr8,7600001,7700000,1608,1981,545,823,0,7,0.235845508
chr8,7700001,7800000,1358,2135,331,833,15,1,0.235845508
chr8,7800001,7900000,1361,1865,268,696,11,0,0.235845508
chr8,7900001,8000000,1822,1138,612,187,1,13,0.235845508
chr8,8000001,8100000,1557,1692,377,438,17,23,0.471691016
chr8,8100001,8200000,1292,1793,415,266,49,2,0.471691016
chr8,8200001,8300000,1079,1956,157,319,16,5,0.235845508
chr8,8300001,8400000,1533,1680,406,264,3,70,0
chr8,8400001,8500000,1250,1978,345,643,22,1,0.707536525
chr8,8500001,8600000,1260,1647,198,490,41,10,0.235845508
chr8,8600001,8700000,1048,1240,422,224,19,80,0
chr8,8700001,8800000,1403,1496,545,354,15,7,0.707536525
chr8,8800001,8900000,1543,1402,315,480,15,30,0
chr8,8900001,9000000,1243,1471,183,474,46,19,0.709782604
chr8,9000001,9100000,1802,1205,659,280,6,89,0.471691016
chr8,9100001,9200000,1348,1545,416,461,43,49,0.707536525
chr8,9200001,9300000,1364,1535,351,441,16,55,0.943382033
chr8,9300001,9400000,1982,1244,892,326,5,20,0.236963225
chr8,9400001,9500000,1501,1729,481,317,21,3,0
chr8,9500001,9600000,1309,2062,358,671,38,61,0.471691016
chr8,9600001,9700000,1520,1501,692,476,0,10,0
chr8,9700001,9800000,1473,1811,458,475,13,28,0.471691016
chr8,9800001,9900000,1402,1816,434,432,64,28,0.471691016
chr8,9900001,10000000,1267,2334,470,615,82,5,0
chr8,10000001,10100000,1640,1729,475,427,19,49,0
chr8,10100001,10200000,1832,2051,861,780,0,10,0
chr8,10200001,10300000,1856,1643,647,548,7,27,0
chr8,10300001,10400000,1341,1628,556,441,4,81,0
chr8,10400001,10500000,1258,1487,514,457,11,80,0
chr8,10500001,10600000,1784,1734,897,441,15,10,0
chr8,10600001,10700000,1589,1942,591,657,2,0,0
chr8,10700001,10800000,1354,2121,439,710,11,12,0
chr8,10800001,10900000,1507,1736,609,505,1,13,0
chr8,10900001,11000000,1669,2148,742,792,1,20,0
chr8,11000001,11100000,1380,1821,474,554,12,2,0
chr8,11100001,11200000,1208,2007,486,615,6,11,0
chr8,11200001,11300000,1544,1601,717,499,0,28,0
chr8,11300001,11400000,1508,1882,559,683,18,19,0
chr8,11400001,11500000,1355,1815,512,613,5,4,0
chr8,11500001,11600000,1033,1883,451,804,0,27,0
chr8,11600001,11700000,1424,1493,620,556,1,13,0
chr8,11700001,11800000,1355,1774,436,597,21,0,0.235845508
chr8,11800001,11900000,1811,1832,907,597,36,9,0
chr8,11900001,12000000,2056,1573,659,566,2,17,0
chr8,12000001,12100000,1365,1917,493,697,12,30,0
chr8,12100001,12200000,1392,2147,872,712,0,1,0
chr8,12200001,12300000,1307,2310,302,781,45,9,0
chr8,12300001,12400000,1182,2145,382,924,5,20,0
chr8,12400001,12500000,1995,1579,755,488,4,4,0
chr8,12500001,12600000,1585,1270,735,331,4,59,0
chr8,12600001,12700000,1769,1851,748,621,9,11,0
chr8,12700001,12800000,2116,1697,824,668,8,1,0.235845508
chr8,12800001,12900000,2348,1612,789,671,6,0,0
chr8,12900001,13000000,1594,1204,680,529,4,1,0
chr8,13000001,13100000,1695,1413,798,744,6,0,0
chr8,13100001,13200000,2387,2028,725,896,0,5,0
chr8,13200001,13300000,1710,1802,687,733,0,10,0
chr8,13300001,13400000,2093,1854,713,695,1,2,0
chr8,13400001,13500000,1914,2639,769,199,0,0,0
chr8,13500001,13600000,1147,3026,385,420,23,4,0
chr8,13600001,13700000,825,1950,528,821,6,1,0
chr8,13700001,13800000,1264,1406,638,428,8,0,0
chr8,13800001,13900000,2091,1979,379,717,3,0,0
chr8,13900001,14000000,1429,1792,615,537,4,0,0
chr8,14000001,14100000,1957,2204,966,759,0,1,0
chr8,14100001,14200000,1104,2198,251,895,3,1,0
chr8,14200001,14300000,1381,1998,455,863,20,0,0
chr8,14300001,14400000,1751,1912,746,559,14,0,0.235845508
chr8,14400001,14500000,1182,2068,299,789,20,1,0
chr8,14500001,14600000,1744,1437,596,663,2,1,0
chr8,14600001,14700000,1345,1605,647,389,7,17,0
chr8,14700001,14800000,1484,1665,381,644,12,17,0
chr8,14800001,14900000,1717,2001,521,387,23,2,0
chr8,14900001,15000000,1673,1896,405,537,22,3,0
chr8,15000001,15100000,1359,1924,394,863,19,8,0
chr8,15100001,15200000,1551,1502,525,630,22,0,0
chr8,15200001,15300000,1506,1663,636,774,10,0,0
chr8,15300001,15400000,1193,1109,284,303,20,17,0
chr8,15400001,15500000,1423,2239,441,626,3,19,0
chr8,15500001,15600000,1232,1683,332,404,1,20,0.471691016
chr8,15600001,15700000,1274,1512,562,330,1,22,0
chr8,15700001,15800000,1401,2426,499,637,0,9,0
chr8,15800001,15900000,1392,1587,468,481,1,11,0.235845508
chr8,15900001,16000000,1275,1988,612,482,0,34,0
chr8,16000001,16100000,1176,1534,546,357,0,68,0
chr8,16100001,16200000,1463,1691,586,537,11,10,0
chr8,16200001,16300000,1567,1737,649,412,0,7,0
chr8,16300001,16400000,1907,1629,900,408,0,52,0
chr8,16400001,16500000,1625,1505,729,569,0,8,0
chr8,16500001,16600000,1636,1446,739,494,1,7,0
chr8,16600001,16700000,1238,1686,356,347,89,13,0.235845508
chr8,16700001,16800000,1783,1731,706,481,0,2,0
chr8,16800001,16900000,995,1827,224,403,19,1,0
chr8,16900001,17000000,1284,1759,352,379,2,5,0
chr8,17000001,17100000,1496,2091,536,664,2,24,0
chr8,17100001,17200000,1573,1511,649,547,11,29,0
chr8,17200001,17300000,1188,1536,444,491,21,3,0
chr8,17300001,17400000,1225,1319,270,318,24,26,0
chr8,17400001,17500000,1860,1899,627,626,2,3,0
chr8,17500001,17600000,1434,1399,335,338,13,17,0
chr8,17600001,17700000,2438,2274,1269,490,2,1,0
chr8,17700001,17800000,3102,2074,1204,560,7,1,0
chr8,17800001,17900000,1601,2009,523,284,9,4,0.235845508
chr8,17900001,18000000,1600,2073,447,669,3,19,0
chr8,18000001,18100000,1632,1594,494,584,9,0,0.235845508
chr8,18100001,18200000,1465,1850,662,430,2,1,0
chr8,18200001,18300000,1652,1367,458,181,18,42,0.235845508
chr8,18300001,18400000,1345,2158,293,556,23,2,0.471691016
chr8,18400001,18500000,1609,1911,586,596,7,1,0
chr8,18500001,18600000,1178,1589,254,340,59,9,0
chr8,18600001,18700000,1890,1960,553,558,12,9,0
chr8,18700001,18800000,1434,1393,670,361,5,1,0
chr8,18800001,18900000,1443,1549,450,408,32,4,0.235845508
chr8,18900001,19000000,1456,2062,376,453,36,16,0
chr8,19000001,19100000,1469,1846,384,610,38,14,0.471691016
chr8,19100001,19200000,1400,1830,499,394,52,30,0
chr8,19200001,19300000,1478,1383,412,241,34,37,0.235845508
chr8,19300001,19400000,1696,1571,419,207,0,87,0
chr8,19400001,19500000,1553,2126,588,607,18,13,0
chr8,19500001,19600000,1600,2344,279,1057,0,20,0
chr8,19600001,19700000,1213,1524,174,301,57,39,0.235845508
chr8,19700001,19800000,1421,1421,469,336,21,24,0
chr8,19800001,19900000,1385,1529,415,531,12,55,0.471691016
chr8,19900001,20000000,1467,1397,789,399,4,48,0
chr8,20000001,20100000,1117,2135,451,500,31,75,0.471691016
chr8,20100001,20200000,1492,1854,518,260,27,1,0.471691016
chr8,20200001,20300000,1527,1877,471,609,29,1,0.707536525
chr8,20300001,20400000,1037,1669,363,356,61,13,1.655410716
chr8,20400001,20500000,1322,1524,400,269,54,3,0
chr8,20500001,20600000,1108,1173,263,196,28,66,0.235845508
chr8,20600001,20700000,1184,1642,378,470,133,18,0.235845508
chr8,20700001,20800000,1431,1330,618,306,41,19,0
chr8,20800001,20900000,783,1359,189,331,35,50,0.235845508
chr8,20900001,21000000,1174,1925,274,578,30,36,0
chr8,21000001,21100000,1487,1848,260,526,46,43,0.473937096
chr8,21100001,21200000,1058,1363,256,388,51,43,0.235845508
chr8,21200001,21300000,1141,1286,233,291,21,78,0.235845508
chr8,21300001,21400000,918,1485,208,408,130,135,0.707536525
chr8,21400001,21500000,1359,1468,562,449,42,121,0.94449975
chr8,21500001,21600000,1522,1086,461,303,36,7,0.235845508
chr8,21600001,21700000,1142,1056,310,255,26,64,1.179227541
chr8,21700001,21800000,1064,1388,299,307,73,12,0
chr8,21800001,21900000,1033,866,363,190,10,43,1.179227541
chr8,21900001,22000000,1098,1144,304,366,31,43,1.1837197
chr8,22000001,22100000,1361,1419,281,327,56,26,0.473926451
chr8,22100001,22200000,1473,779,494,164,18,103,0.707536525
chr8,22200001,22300000,803,1688,287,447,80,80,0.707536525
chr8,22300001,22400000,905,1585,341,603,16,63,0.473937096
chr8,22400001,22500000,1290,1315,300,296,23,22,0.943382033
chr8,22500001,22600000,1519,983,444,231,53,100,0.943382033
chr8,22600001,22700000,1091,1484,299,470,56,14,0.473937096
chr8,22700001,22800000,1376,1449,231,424,5,42,0.471691016
chr8,22800001,22900000,883,1892,248,472,108,76,0.707536525
chr8,22900001,23000000,1589,1246,564,380,15,30,0.471691016
chr8,23000001,23100000,1051,687,400,261,53,129,0
chr8,23100001,23200000,1106,1281,257,418,29,23,1.179227541
chr8,23200001,23300000,1061,1508,320,414,18,50,0
chr8,23300001,23400000,891,1466,330,446,58,47,0.235845508
chr8,23400001,23500000,1333,1255,503,311,33,128,0.235845508
chr8,23500001,23600000,900,1272,214,394,42,68,0
chr8,23600001,23700000,950,1510,240,218,77,15,0.945628112
chr8,23700001,23800000,951,1093,326,266,40,190,1.415073049
chr8,23800001,23900000,1135,1961,354,686,27,45,0.471691016
chr8,23900001,24000000,922,1422,219,473,59,130,0.235845508
chr8,24000001,24100000,830,1274,182,277,55,21,1.181473621
chr8,24100001,24200000,1182,902,408,311,41,28,0.471691016
chr8,24200001,24300000,1131,1092,233,345,23,37,0
chr8,24300001,24400000,870,1945,205,841,61,45,0.709782604
chr8,24400001,24500000,913,1472,212,454,44,42,0
chr8,24500001,24600000,779,1208,146,420,81,109,1.179227541
chr8,24600001,24700000,1213,1126,237,291,59,78,0.471691016
chr8,24700001,24800000,1093,1684,284,667,67,27,0
chr8,24800001,24900000,905,1317,385,349,46,62,0
